"ensembl_gene_id"	"pval"	"logFC"	"ci.hi"	"ci.lo"	"gene_biotype"	"gene"	"padj"	"contrast"	"model"
"ENSG00000166913"	1.61066173159128e-09	0.47146237589119	0.623528443645559	0.319396308136822	"protein_coding"	"YWHAB"	5.15000521326677e-08	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000174473"	2.29133473173341e-05	0.467915815728153	0.668095422583633	0.267736208872672	"protein_coding"	"GALNTL6"	0.000109943098175255	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000112305"	6.74469587532716e-08	0.4656831063535	0.648793383692772	0.282572829014228	"protein_coding"	"SMAP1"	1.0279846816878e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000020129"	2.20590418413784e-11	0.46404273657359	0.622830448894063	0.305255024253116	"protein_coding"	"NCDN"	1.36984826773651e-09	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000123636"	2.74344772431147e-11	0.463705697883806	0.651666667036988	0.275744728730624	"protein_coding"	"BAZ2B"	1.64914129603811e-09	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000135525"	8.25230204017877e-08	0.462961330865902	0.634377397001993	0.29154526472981	"protein_coding"	"MAP7"	1.19937712823797e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000168259"	9.54255979889529e-15	0.461977071639361	0.617363295870316	0.306590847408406	"protein_coding"	"DNAJC7"	1.59339542953109e-12	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000136267"	4.95465748059092e-12	0.460253119146324	0.615650461192383	0.304855777100264	"protein_coding"	"DGKB"	3.87805169887085e-10	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000198589"	2.52081943557077e-07	0.459208318642551	0.643215154262409	0.275201483022692	"protein_coding"	"LRBA"	3.02578869630651e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000087250"	1.81309310529965e-11	0.458960968992256	0.607559423820071	0.31036251416444	"protein_coding"	"MT3"	1.15454081298488e-09	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000169855"	5.41204508273826e-05	0.458369400006034	0.664455657684353	0.252283142327715	"protein_coding"	"ROBO1"	0.00022221916257757	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000240771"	1.18973075461018e-14	0.458304907475572	0.613210107513217	0.303399707437927	"protein_coding"	"ARHGEF25"	1.94339932394367e-12	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000198677"	1.96242646221931e-07	0.456744421991175	0.660345271572983	0.253143572409368	"protein_coding"	"TTC37"	2.45352286807253e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000184672"	4.11781915618954e-17	0.454548762790807	0.574159271310969	0.334938254270646	"protein_coding"	"RALYL"	1.19004973613878e-14	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000127054"	2.38177722963374e-12	0.445585824334529	0.588903741896526	0.302267906772532	"protein_coding"	"INTS11"	2.03371296630318e-10	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000176884"	1.07615756624914e-12	0.444997367397772	0.564537851481679	0.325456883313865	"protein_coding"	"GRIN1"	9.62648565809053e-11	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000011566"	1.66719578975146e-09	0.44380000757303	0.622220174019653	0.265379841126407	"protein_coding"	"MAP4K3"	5.3081818492341e-08	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000136643"	1.18334203851716e-06	0.443209871611201	0.611054436478321	0.275365306744082	"protein_coding"	"RPS6KC1"	1.03874206511892e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000134243"	7.6654373581105e-11	0.443019947185408	0.623051819963188	0.262988074407628	"protein_coding"	"SORT1"	4.11414973634588e-09	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000080298"	1.23742108042093e-07	0.441018345925941	0.610345094622854	0.271691597229027	"protein_coding"	"RFX3"	1.66946390390258e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000165379"	2.86119621917963e-11	0.440408049485732	0.588442855767587	0.292373243203877	"protein_coding"	"LRFN5"	1.70627209451712e-09	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000115904"	8.22490892113019e-06	0.440322645750522	0.628256435728645	0.252388855772399	"protein_coding"	"SOS1"	4.84277948712381e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000107295"	4.43741210814514e-08	0.439704860034852	0.590678083864632	0.288731636205071	"protein_coding"	"SH3GL2"	7.52657214009087e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000183117"	4.30765049038843e-15	0.439161345771244	0.554543010734811	0.323779680807677	"protein_coding"	"CSMD1"	8.09192144619467e-13	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000100201"	2.98471816999765e-08	0.43807673477274	0.596991886974951	0.27916158257053	"protein_coding"	"DDX17"	5.45039847540774e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000176956"	5.44905344609609e-08	0.436528363682176	0.603042224535695	0.270014502828657	"protein_coding"	"LY6H"	8.74875803289872e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000120885"	2.43176718044516e-07	0.430118271423156	0.591801000595166	0.268435542251147	"protein_coding"	"CLU"	2.94714493449434e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000178951"	5.06758538440536e-13	0.428717919256271	0.578830138929147	0.278605699583396	"protein_coding"	"ZBTB7A"	4.94517358161323e-11	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000184611"	7.7710805901965e-06	0.428664133186653	0.606799012932249	0.250529253441058	"protein_coding"	"KCNH7"	4.6342777424394e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000198408"	1.81563024492036e-08	0.428168409585097	0.596852053184829	0.259484765985365	"protein_coding"	"OGA"	3.63803884275509e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000138101"	3.11257071456095e-06	0.426461907005457	0.607890599762008	0.245033214248905	"protein_coding"	"DTNB"	2.27508330245243e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000048540"	3.06364919122684e-08	0.424718434662163	0.604928610686219	0.244508258638107	"protein_coding"	"LMO3"	5.57391283846936e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000277586"	2.89287134318244e-06	0.424458078830939	0.592351835228895	0.256564322432982	"protein_coding"	"NEFL"	2.14394865553164e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000186952"	3.24457580759041e-06	0.422581748688021	0.590405922301417	0.254757575074625	"protein_coding"	"TMEM232"	2.3374633382775e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000144868"	0.000161395705033739	0.421566467727209	0.62010545614093	0.223027479313488	"protein_coding"	"TMEM108"	0.000528651842904758	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000107890"	1.63728577203471e-08	0.419958662063091	0.603971730098519	0.235945594027664	"protein_coding"	"ANKRD26"	3.30714120727657e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000052841"	1.31960877338711e-09	0.419842048121355	0.608985699973348	0.230698396269362	"protein_coding"	"TTC17"	4.44643063822007e-08	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000147481"	4.91486260601416e-09	0.419750108938543	0.564335617644226	0.27516460023286	"protein_coding"	"SNTG1"	1.23473269234373e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000127483"	4.05263396493708e-09	0.418632065711953	0.588135065667215	0.249129065756691	"protein_coding"	"HP1BP3"	1.05368483088364e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000154240"	3.7982417074939e-06	0.416412592535369	0.600002366097694	0.232822818973043	"protein_coding"	"CEP112"	2.62316067923798e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000146147"	0.000101656004470847	0.414864764005855	0.609680131682344	0.220049396329366	"protein_coding"	"MLIP"	0.0003653004388302	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000146352"	7.67342570764708e-07	0.414777954171066	0.596164424971459	0.233391483370674	"protein_coding"	"CLVS2"	7.24822853287668e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000151532"	2.8077718163697e-07	0.407664197014615	0.593474521183986	0.221853872845244	"protein_coding"	"VTI1A"	3.28111935119781e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000084676"	1.72359679712411e-06	0.407198970253939	0.564256208463033	0.250141732044845	"protein_coding"	"NCOA1"	1.40163488458772e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000137941"	1.03663334767773e-06	0.402835736308394	0.558425494843105	0.247245977773683	"protein_coding"	"TTLL7"	9.36209492121451e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000163681"	1.37156659216534e-07	0.401352430319451	0.588838211600513	0.213866649038389	"protein_coding"	"SLMAP"	1.80806164447902e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000006576"	6.00960590265964e-08	0.400755961861511	0.590770669943908	0.210741253779113	"protein_coding"	"PHTF2"	9.40753724012178e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000109756"	3.62161865172297e-07	0.400267273562552	0.546710555713151	0.253823991411953	"protein_coding"	"RAPGEF2"	4.00778240781243e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000127993"	5.43224088871878e-15	0.398964796885331	0.559289403273377	0.238640190497286	"protein_coding"	"RBM48"	9.95557513117877e-13	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000171992"	1.29246651515397e-09	0.397749150477488	0.543514458506478	0.251983842448499	"protein_coding"	"SYNPO"	4.39438615152349e-08	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000185070"	1.06795941361972e-06	0.397033290151566	0.567137694072773	0.226928886230359	"protein_coding"	"FLRT2"	9.62187893757619e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000142875"	6.85512656217835e-08	0.392408350283658	0.535251402515361	0.249565298051954	"protein_coding"	"PRKACB"	1.04270082972081e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000008710"	3.53318503447608e-08	0.391441501653421	0.528733596307277	0.254149406999564	"protein_coding"	"PKD1"	6.27620622909061e-07	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000079691"	3.65313825112678e-05	0.390616841572761	0.584692676140129	0.196541007005392	"protein_coding"	"CARMIL1"	0.00016061837810981	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000173621"	8.73307715020569e-14	0.390429838631712	0.52129429307986	0.259565384183565	"protein_coding"	"LRFN4"	1.04773617675299e-11	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000128585"	9.66913948572636e-06	0.389561802597121	0.55204219426338	0.227081410930862	"protein_coding"	"MKLN1"	5.47505004489434e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000196588"	6.67813932853408e-07	0.389162634400213	0.557545709281213	0.220779559519214	"protein_coding"	"MRTFA"	6.48314456261048e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000066933"	6.44245560440415e-07	0.388716904134064	0.562364750545411	0.215069057722718	"protein_coding"	"MYO9A"	6.27054551962342e-06	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000061987"	1.97450571253351e-06	0.387549484361162	0.566869946251237	0.208229022471087	"protein_coding"	"MON2"	1.55844915167824e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000196872"	1.74396960186869e-05	0.387067335097779	0.566691289693516	0.207443380502041	"protein_coding"	"KIAA1211L"	8.81560728364997e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000065559"	5.42595215224045e-06	0.386632608052717	0.554609079302205	0.21865613680323	"protein_coding"	"MAP2K4"	3.50215508159513e-05	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000116254"	3.30418238725321e-09	0.386070854180149	0.534905033130005	0.237236675230292	"protein_coding"	"CHD5"	9.02822780284386e-08	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
"ENSG00000115896"	9.02568079717852e-05	0.385557802469466	0.569867193924749	0.201248411014183	"protein_coding"	"PLCL1"	0.000333099044744594	"groupLow"	"~group+individual+cngeneson+sex+age+PMI+RIN+seqdate+pc_mito"
